domain_code,domain,area_code_(m49),area,element_code,element,months_code,months,year_code,year,unit,value,flag,flag_description,pollution_level
0,0,0.0,0,1.0,1,-1.4710894005116406,5,1.434529699196032,1.434529699196032,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.4710894005116406,5,1.4886628953921086,1.4886628953921086,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.4710894005116406,5,1.542796091588185,1.542796091588185,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.4710894005116406,5,1.5969292877842618,1.5969292877842618,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.4710894005116406,5,1.6510624839803385,1.6510624839803385,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.4710894005116406,5,1.7051956801764152,1.7051956801764152,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.7051956801764152,-1.7051956801764152,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.6510624839803385,-1.6510624839803385,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.5969292877842618,-1.5969292877842618,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.542796091588185,-1.542796091588185,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.4886628953921086,-1.4886628953921086,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.434529699196032,-1.434529699196032,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.3803965029999552,-1.3803965029999552,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.3262633068038785,-1.3262633068038785,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.2721301106078018,-1.2721301106078018,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.217996914411725,-1.217996914411725,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.1638637182156484,-1.1638637182156484,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.109730522019572,-1.109730522019572,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.0555973258234952,-1.0555973258234952,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-1.0014641296274185,-1.0014641296274185,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.9473309334313418,-0.9473309334313418,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.8931977372352651,-0.8931977372352651,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.8390645410391885,-0.8390645410391885,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.7849313448431118,-0.7849313448431118,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.7307981486470351,-0.7307981486470351,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.6766649524509584,-0.6766649524509584,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.6225317562548818,-0.6225317562548818,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.5683985600588051,-0.5683985600588051,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.5142653638627284,-0.5142653638627284,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.4601321676666517,-0.4601321676666517,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.40599897147057507,-0.40599897147057507,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.35186577527449836,-0.35186577527449836,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.2977325790784217,-0.2977325790784217,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.24359938288234503,-0.24359938288234503,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.18946618668626836,-0.18946618668626836,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.13533299049019168,-0.13533299049019168,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.08119979429411502,-0.08119979429411502,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,-0.027066598098038335,-0.027066598098038335,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.027066598098038335,0.027066598098038335,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.08119979429411502,0.08119979429411502,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.13533299049019168,0.13533299049019168,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.18946618668626836,0.18946618668626836,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.24359938288234503,0.24359938288234503,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.2977325790784217,0.2977325790784217,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.35186577527449836,0.35186577527449836,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.40599897147057507,0.40599897147057507,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.4601321676666517,0.4601321676666517,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.5142653638627284,0.5142653638627284,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.5683985600588051,0.5683985600588051,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.6225317562548818,0.6225317562548818,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.6766649524509584,0.6766649524509584,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.7307981486470351,0.7307981486470351,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.7849313448431118,0.7849313448431118,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.8390645410391885,0.8390645410391885,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.8931977372352651,0.8931977372352651,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,0.9473309334313418,0.9473309334313418,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.0014641296274185,1.0014641296274185,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.0555973258234952,1.0555973258234952,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.109730522019572,1.109730522019572,0,0.31872996983761565,0,0,Medium
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.1638637182156484,1.1638637182156484,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.217996914411725,1.217996914411725,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.2721301106078018,1.2721301106078018,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.3262633068038785,1.3262633068038785,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.3803965029999552,1.3803965029999552,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.434529699196032,1.434529699196032,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.4886628953921086,1.4886628953921086,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.542796091588185,1.542796091588185,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.5969292877842618,1.5969292877842618,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.6510624839803385,1.6510624839803385,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.4710894005116406,5,1.7051956801764152,1.7051956801764152,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.7051956801764152,-1.7051956801764152,0,-2.276332569886444,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.6510624839803385,-1.6510624839803385,0,-1.9303242312565694,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.5969292877842618,-1.5969292877842618,0,-3.063501540269409,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.542796091588185,-1.542796091588185,0,-1.1575722749831827,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.4886628953921086,-1.4886628953921086,0,-2.086027983640013,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.434529699196032,-1.434529699196032,0,-0.6846942121890207,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.3803965029999552,-1.3803965029999552,0,-0.9355502576956798,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.3262633068038785,-1.3262633068038785,0,-1.3594104725172762,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.2721301106078018,-1.2721301106078018,0,-0.7942635194218144,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.217996914411725,-1.217996914411725,0,0.35909760934443435,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.1638637182156484,-1.1638637182156484,0,-1.9418578425442319,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.109730522019572,-1.109730522019572,0,-1.6189167264896822,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.0555973258234952,-1.0555973258234952,0,3.0291286224382996,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-1.0014641296274185,-1.0014641296274185,0,-1.466096376928154,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.9473309334313418,-0.9473309334313418,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.8931977372352651,-0.8931977372352651,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.8390645410391885,-0.8390645410391885,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.7849313448431118,-0.7849313448431118,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.7307981486470351,-0.7307981486470351,0,0.06787392433095649,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.6766649524509584,-0.6766649524509584,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.6225317562548818,-0.6225317562548818,0,1.6537454763845487,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.5683985600588051,-0.5683985600588051,0,1.077064912001424,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.5142653638627284,-0.5142653638627284,0,2.3745961818634536,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.4601321676666517,-0.4601321676666517,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.40599897147057507,-0.40599897147057507,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.35186577527449836,-0.35186577527449836,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.2977325790784217,-0.2977325790784217,0,0.2783623303307969,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.24359938288234503,-0.24359938288234503,0,-3.305707377310321,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.18946618668626836,-0.18946618668626836,0,-3.6805497441593515,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.13533299049019168,-0.13533299049019168,0,-0.79714692224373,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.08119979429411502,-0.08119979429411502,0,-1.3738274866268543,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,-0.027066598098038335,-0.027066598098038335,0,-1.5179976277226355,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.027066598098038335,0.027066598098038335,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.08119979429411502,0.08119979429411502,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.13533299049019168,0.13533299049019168,0,-1.2296573455310733,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.18946618668626836,0.18946618668626836,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.24359938288234503,0.24359938288234503,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.2977325790784217,0.2977325790784217,0,3.9604677339170453,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.35186577527449836,0.35186577527449836,0,-1.5179976277226355,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.40599897147057507,0.40599897147057507,0,-5.122251155117162,0,0,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.4601321676666517,0.4601321676666517,0,2.8099900079727123,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.5142653638627284,0.5142653638627284,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.5683985600588051,0.5683985600588051,0,5.5665231057240465,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.6225317562548818,0.6225317562548818,0,1.4230732506312986,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.6766649524509584,0.6766649524509584,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.7307981486470351,0.7307981486470351,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.7849313448431118,0.7849313448431118,0,4.70150225914936,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.8390645410391885,0.8390645410391885,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.8931977372352651,0.8931977372352651,0,2.0257044404116633,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,0.9473309334313418,0.9473309334313418,0,5.537689077504891,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.0014641296274185,1.0014641296274185,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.0555973258234952,1.0555973258234952,0,2.792689591041219,0,0,Medium
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.109730522019572,1.109730522019572,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.1638637182156484,1.1638637182156484,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.217996914411725,1.217996914411725,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.2721301106078018,1.2721301106078018,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.3262633068038785,1.3262633068038785,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.3803965029999552,1.3803965029999552,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.434529699196032,1.434529699196032,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.4886628953921086,1.4886628953921086,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.542796091588185,1.542796091588185,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.5969292877842618,1.5969292877842618,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.6510624839803385,1.6510624839803385,0,0.004439062248812916,1,1,Low
0,0,0.0,0,1.0,1,-1.3054700640301995,4,1.7051956801764152,1.7051956801764152,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.7051956801764152,-1.7051956801764152,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.6510624839803385,-1.6510624839803385,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.5969292877842618,-1.5969292877842618,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.542796091588185,-1.542796091588185,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.4886628953921086,-1.4886628953921086,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.434529699196032,-1.434529699196032,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.3803965029999552,-1.3803965029999552,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.3262633068038785,-1.3262633068038785,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.2721301106078018,-1.2721301106078018,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.217996914411725,-1.217996914411725,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.1638637182156484,-1.1638637182156484,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.109730522019572,-1.109730522019572,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.0555973258234952,-1.0555973258234952,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-1.0014641296274185,-1.0014641296274185,0,0.4282992770704092,0,0,Medium
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-0.9473309334313418,-0.9473309334313418,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-0.8931977372352651,-0.8931977372352651,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-0.8390645410391885,-0.8390645410391885,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-0.7849313448431118,-0.7849313448431118,0,0.004439062248812916,1,1,Low
0,0,0.0,0,-1.0,0,-1.3054700640301995,4,-0.7307981486470351,-0.7307981486470351,0,0.4282992770704092,0,0,Medium
